,_id,category,commodity_transaction,country_or_area,quantity,quantity_footnotes,unit,year
160,5d5844fb9d1a687cde48892c,nuclear_electricity,Electricity - total nuclear production,China,14950.0,,"Kilowatt-hours, million",1999
161,5d5844fb9d1a687cde48892d,nuclear_electricity,Electricity - total nuclear production,China,14100.0,,"Kilowatt-hours, million",1998
162,5d5844fb9d1a687cde48892e,nuclear_electricity,Electricity - total nuclear production,China,14418.0,,"Kilowatt-hours, million",1997
163,5d5844fb9d1a687cde48892f,nuclear_electricity,Electricity - total nuclear production,China,14300.0,,"Kilowatt-hours, million",1996
164,5d5844fb9d1a687cde488930,nuclear_electricity,Electricity - total nuclear production,China,12833.0,,"Kilowatt-hours, million",1995
165,5d5844fb9d1a687cde488931,nuclear_electricity,Electricity - total nuclear production,China,14043.0,,"Kilowatt-hours, million",1994
166,5d5844fb9d1a687cde488932,nuclear_electricity,Electricity - total nuclear production,China,2500.0,,"Kilowatt-hours, million",1993
167,5d5844fb9d1a687cde488933,nuclear_electricity,Electricity - total nuclear production,China,500.0,,"Kilowatt-hours, million",1992
168,5d5844fb9d1a687cde488934,nuclear_electricity,Electricity - total nuclear production,Czechia,30325.0,,"Kilowatt-hours, million",2014
169,5d5844fb9d1a687cde488935,nuclear_electricity,Electricity - total nuclear production,Czechia,30745.0,,"Kilowatt-hours, million",2013
170,5d5844fb9d1a687cde488936,nuclear_electricity,Electricity - total nuclear production,Czechia,30324.0,,"Kilowatt-hours, million",2012
171,5d5844fb9d1a687cde488937,nuclear_electricity,Electricity - total nuclear production,Czechia,28283.0,,"Kilowatt-hours, million",2011
172,5d5844fb9d1a687cde488938,nuclear_electricity,Electricity - total nuclear production,Czechia,27998.0,,"Kilowatt-hours, million",2010
173,5d5844fb9d1a687cde488939,nuclear_electricity,Electricity - total nuclear production,Czechia,27208.0,,"Kilowatt-hours, million",2009
174,5d5844fb9d1a687cde48893a,nuclear_electricity,Electricity - total nuclear production,Czechia,26551.0,,"Kilowatt-hours, million",2008
175,5d5844fb9d1a687cde48893b,nuclear_electricity,Electricity - total nuclear production,Czechia,26172.0,,"Kilowatt-hours, million",2007
176,5d5844fb9d1a687cde48893c,nuclear_electricity,Electricity - total nuclear production,Czechia,26046.0,,"Kilowatt-hours, million",2006
177,5d5844fb9d1a687cde48893d,nuclear_electricity,Electricity - total nuclear production,Czechia,24728.0,,"Kilowatt-hours, million",2005
178,5d5844fb9d1a687cde48893e,nuclear_electricity,Electricity - total nuclear production,Czechia,26325.0,,"Kilowatt-hours, million",2004
179,5d5844fb9d1a687cde48893f,nuclear_electricity,Electricity - total nuclear production,Czechia,18738.0,,"Kilowatt-hours, million",2002
180,5d5844fb9d1a687cde488940,nuclear_electricity,Electricity - total nuclear production,Czechia,25872.0,,"Kilowatt-hours, million",2003
181,5d5844fb9d1a687cde488941,nuclear_electricity,Electricity - total nuclear production,Czechia,14749.0,,"Kilowatt-hours, million",2001
182,5d5844fb9d1a687cde488942,nuclear_electricity,Electricity - total nuclear production,Czechia,13590.0,,"Kilowatt-hours, million",2000
183,5d5844fb9d1a687cde488943,nuclear_electricity,Electricity - total nuclear production,Czechia,13357.0,,"Kilowatt-hours, million",1999
184,5d5844fb9d1a687cde488944,nuclear_electricity,Electricity - total nuclear production,Czechia,13178.0,,"Kilowatt-hours, million",1998
185,5d5844fb9d1a687cde488945,nuclear_electricity,Electricity - total nuclear production,Czechia,12494.0,,"Kilowatt-hours, million",1997
186,5d5844fb9d1a687cde488946,nuclear_electricity,Electricity - total nuclear production,Czechia,12850.0,,"Kilowatt-hours, million",1996
187,5d5844fb9d1a687cde488947,nuclear_electricity,Electricity - total nuclear production,Czechia,12230.0,,"Kilowatt-hours, million",1995
188,5d5844fb9d1a687cde488948,nuclear_electricity,Electricity - total nuclear production,Czechia,12977.0,,"Kilowatt-hours, million",1994
189,5d5844fb9d1a687cde488949,nuclear_electricity,Electricity - total nuclear production,Czechia,12627.0,,"Kilowatt-hours, million",1993
190,5d5844fb9d1a687cde48894a,nuclear_electricity,Electricity - total nuclear production,Czechia,12250.0,,"Kilowatt-hours, million",1992
191,5d5844fb9d1a687cde48894b,nuclear_electricity,Electricity - total nuclear production,Czechoslovakia (former),23821.0,,"Kilowatt-hours, million",1991
192,5d5844fb9d1a687cde48894c,nuclear_electricity,Electricity - total nuclear production,Czechoslovakia (former),24620.0,,"Kilowatt-hours, million",1990
193,5d5844fb9d1a687cde48894d,nuclear_electricity,Electricity - total nuclear production,Finland,23580.0,,"Kilowatt-hours, million",2014
194,5d5844fb9d1a687cde48894e,nuclear_electricity,Electricity - total nuclear production,Finland,23606.0,,"Kilowatt-hours, million",2013
195,5d5844fb9d1a687cde48894f,nuclear_electricity,Electricity - total nuclear production,Finland,22987.0,,"Kilowatt-hours, million",2012
196,5d5844fb9d1a687cde488950,nuclear_electricity,Electricity - total nuclear production,Finland,23187.0,,"Kilowatt-hours, million",2011
197,5d5844fb9d1a687cde488951,nuclear_electricity,Electricity - total nuclear production,Finland,22800.0,,"Kilowatt-hours, million",2010
198,5d5844fb9d1a687cde488952,nuclear_electricity,Electricity - total nuclear production,Finland,23526.0,,"Kilowatt-hours, million",2009
199,5d5844fb9d1a687cde488953,nuclear_electricity,Electricity - total nuclear production,Finland,22958.0,,"Kilowatt-hours, million",2008
200,5d5844fb9d1a687cde488954,nuclear_electricity,Electricity - total nuclear production,Finland,23423.0,,"Kilowatt-hours, million",2007
201,5d5844fb9d1a687cde488955,nuclear_electricity,Electricity - total nuclear production,Finland,22906.0,,"Kilowatt-hours, million",2006
202,5d5844fb9d1a687cde488956,nuclear_electricity,Electricity - total nuclear production,Finland,23271.0,,"Kilowatt-hours, million",2005
203,5d5844fb9d1a687cde488957,nuclear_electricity,Electricity - total nuclear production,Finland,22716.0,,"Kilowatt-hours, million",2004
204,5d5844fb9d1a687cde488958,nuclear_electricity,Electricity - total nuclear production,Finland,22731.0,,"Kilowatt-hours, million",2003
